Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
ET,Temperature change on land,810,USSR,7271,Temperature change,7001,January,1963,1963,°c,-0.276,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7001,January,1964,1964,°c,-1.906,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7001,January,1965,1965,°c,0.636,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7001,January,1966,1966,°c,2.521,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7001,January,1967,1967,°c,-1.119,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7001,January,1968,1968,°c,-0.388,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7001,January,1969,1969,°c,-4.414,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7001,January,1970,1970,°c,-0.167,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7001,January,1971,1971,°c,1.018,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7001,January,1972,1972,°c,-4.168,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7001,January,1973,1973,°c,-1.247,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7001,January,1974,1974,°c,-1.164,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7001,January,1975,1975,°c,2.628,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7001,January,1976,1976,°c,1.493,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7001,January,1977,1977,°c,-2.958,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7001,January,1978,1978,°c,0.34,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7001,January,1979,1979,°c,-0.019,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7001,January,1980,1980,°c,-1.26,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7001,January,1981,1981,°c,2.698,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7001,January,1982,1982,°c,0.635,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7001,January,1983,1983,°c,2.788,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7001,January,1984,1984,°c,2.281,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7001,January,1985,1985,°c,-1.359,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7001,January,1986,1986,°c,2.237,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7001,January,1987,1987,°c,-1.025,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7001,January,1988,1988,°c,1.536,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7001,January,1989,1989,°c,1.746,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7001,January,1990,1990,°c,1.66,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7001,January,1991,1991,°c,1.893,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7002,February,1961,1961,°c,1.698,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7002,February,1962,1962,°c,1.847,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7002,February,1963,1963,°c,1.559,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7002,February,1964,1964,°c,-1.101,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7002,February,1965,1965,°c,-1.185,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7002,February,1966,1966,°c,2.501,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7002,February,1967,1967,°c,-1.002,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7002,February,1968,1968,°c,0.318,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7002,February,1969,1969,°c,-4.482,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7002,February,1970,1970,°c,1.18,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7002,February,1971,1971,°c,0.62,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7002,February,1972,1972,°c,-2.877,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7002,February,1973,1973,°c,2.732,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7002,February,1974,1974,°c,-0.136,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7002,February,1975,1975,°c,0.686,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7002,February,1976,1976,°c,-3.071,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7002,February,1977,1977,°c,1.168,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7002,February,1978,1978,°c,-0.633,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7002,February,1979,1979,°c,0.878,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7002,February,1980,1980,°c,-0.884,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7002,February,1981,1981,°c,2.258,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7002,February,1982,1982,°c,-0.511,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7002,February,1983,1983,°c,1.85,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7002,February,1984,1984,°c,-2.417,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7002,February,1985,1985,°c,-2.059,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7002,February,1986,1986,°c,-1.175,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7002,February,1987,1987,°c,1.668,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7002,February,1988,1988,°c,0.34,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7002,February,1989,1989,°c,1.966,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7002,February,1990,1990,°c,3.551,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7002,February,1991,1991,°c,-0.327,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7003,March,1961,1961,°c,1.742,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7003,March,1962,1962,°c,1.419,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7003,March,1963,1963,°c,-1.248,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7003,March,1964,1964,°c,-0.865,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7003,March,1965,1965,°c,0.063,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7003,March,1966,1966,°c,1.752,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7003,March,1967,1967,°c,0.997,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7003,March,1968,1968,°c,1.413,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7003,March,1969,1969,°c,-1.883,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7003,March,1970,1970,°c,0.877,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7003,March,1971,1971,°c,0.644,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7003,March,1972,1972,°c,-0.887,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7003,March,1973,1973,°c,0.656,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7003,March,1974,1974,°c,1.145,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7003,March,1975,1975,°c,1.825,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7003,March,1976,1976,°c,-1.972,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7003,March,1977,1977,°c,2.342,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7003,March,1978,1978,°c,1.457,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7003,March,1979,1979,°c,1.206,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7003,March,1980,1980,°c,-1.655,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7003,March,1981,1981,°c,1.709,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7003,March,1982,1982,°c,0.049,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7003,March,1983,1983,°c,0.854,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7003,March,1984,1984,°c,0.468,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7003,March,1985,1985,°c,-1.879,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7003,March,1986,1986,°c,-0.505,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7003,March,1987,1987,°c,-1.766,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7003,March,1988,1988,°c,0.68,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7003,March,1989,1989,°c,3.17,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7003,March,1990,1990,°c,3.19,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7003,March,1991,1991,°c,0.699,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7004,April,1961,1961,°c,0.824,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7004,April,1962,1962,°c,0.697,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7004,April,1963,1963,°c,-0.213,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7004,April,1964,1964,°c,-1.173,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7004,April,1965,1965,°c,-1.49,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7004,April,1966,1966,°c,0.478,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7004,April,1967,1967,°c,0.04,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7004,April,1968,1968,°c,0.321,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7004,April,1969,1969,°c,-0.979,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7004,April,1970,1970,°c,1.32,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7004,April,1971,1971,°c,-0.367,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7004,April,1972,1972,°c,1.062,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7004,April,1973,1973,°c,0.606,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7004,April,1974,1974,°c,-0.707,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7004,April,1975,1975,°c,1.901,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7004,April,1976,1976,°c,0.391,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7004,April,1977,1977,°c,1.281,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7004,April,1978,1978,°c,0.064,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7004,April,1979,1979,°c,-0.261,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7004,April,1980,1980,°c,0.538,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7004,April,1981,1981,°c,-0.939,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7004,April,1982,1982,°c,1.071,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7004,April,1983,1983,°c,1.772,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7004,April,1984,1984,°c,0.341,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7004,April,1985,1985,°c,0.891,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7004,April,1986,1986,°c,1.088,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7004,April,1987,1987,°c,-1.981,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7004,April,1988,1988,°c,0.476,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7004,April,1989,1989,°c,0.915,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7004,April,1990,1990,°c,0.739,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7004,April,1991,1991,°c,1.075,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7005,May,1961,1961,°c,1.365,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7005,May,1962,1962,°c,-0.001,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7005,May,1963,1963,°c,0.908,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7005,May,1964,1964,°c,-0.638,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7005,May,1965,1965,°c,-0.508,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7005,May,1966,1966,°c,-0.121,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7005,May,1967,1967,°c,0.699,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7005,May,1968,1968,°c,0.466,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7005,May,1969,1969,°c,-0.407,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7005,May,1970,1970,°c,0.511,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7005,May,1971,1971,°c,0.859,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7005,May,1972,1972,°c,-0.196,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7005,May,1973,1973,°c,-0.054,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7005,May,1974,1974,°c,-0.095,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7005,May,1975,1975,°c,1.145,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7005,May,1976,1976,°c,-0.283,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7005,May,1977,1977,°c,0.679,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7005,May,1978,1978,°c,-1.004,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7005,May,1979,1979,°c,0.313,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7005,May,1980,1980,°c,-0.469,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7005,May,1981,1981,°c,-0.078,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7005,May,1982,1982,°c,0.569,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7005,May,1983,1983,°c,1.274,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7005,May,1984,1984,°c,0.569,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7005,May,1985,1985,°c,0.939,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7005,May,1986,1986,°c,0.186,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7005,May,1987,1987,°c,0.185,E,Estimated value
ET,Temperature change on land,810,USSR,7271,Temperature change,7005,May,1988,1988,°c,-0.035,E,Estimated value
